"Name","Surname","Gender","DoB","Faculty","UG.PG","FakePhone","FakeID","Age"
"Slade","Barrett","M",2001-03-26,7,"UG","(569) 209-4951",47164538,24
"Pierce","Navarro","M",1974-09-11,4,"PG","(624) 675-3733",48403418,50
"Lilian","Escobar","F",2001-07-08,5,"UG","(426) 243-0905",51085463,23
"London","Rowland","F",2000-05-29,10,"UG","(483) 846-2456",34284077,25
"Boston","Sharp","M",2004-11-01,8,"UG","(585) 529-9727",44769496,20
"Walker","Francis","M",2000-01-17,7,"UG","(865) 813-4023",42979070,25
"Dereon","Tyler","M",2001-02-13,4,"UG","(879) 904-9468",39586364,24
"Annabelle","Schneider","F",1991-02-10,3,"UG","(252) 430-5419",46196891,34
"Sofia","Ball","F",1995-03-22,2,"PG","(292) 370-8688",44270164,30
"Brooks","Mullen","M",2004-07-24,4,"UG","(243) 596-6486",38861939,20
"Mylie","Duffy","F",2003-03-02,6,"UG","(331) 961-9541",36061542,22
"Donte","Romero","M",1977-04-14,4,"PG","(314) 675-5142",35382762,48
"Paige","Cameron","F",2002-10-21,6,"UG","(907) 895-3725",41113675,22
"Iyana","Olson","F",1984-05-05,8,"PG","(653) 560-3065",40962364,41
"Bethany","Norton","F",1988-11-20,4,"UG","(859) 416-6367",49498791,36
"Brodie","Nunez","M",1974-04-17,5,"PG","(339) 294-1474",41595837,51
"Molly","Copeland","F",1991-09-24,8,"PG","(369) 727-2426",38256195,33
"Daniel","Koch","M",2002-05-01,3,"UG","(956) 955-8916",34559834,23
"Katrina","Escobar","F",2003-10-20,3,"UG","(976) 916-5950",46161672,21
"Brady","Roth","M",2000-11-27,6,"UG","",32640264,24
"Celia","Barrera","F",2001-02-07,5,"UG","(341) 708-0742",32178724,24
"Ashleigh","Hendricks","",2001-06-10,10,"UG","(988) 256-5457",43895358,23
"Clarissa","George","F",2002-01-16,7,"UG","(231) 545-0777",46987020,23
"Natasha","Phelps","F",2005-07-08,5,"UG","(778) 559-3143",41265129,19
"Steve","Mckee","M",2001-10-01,6,"UG","(565) 236-2314",41101015,23
"Melody","Mueller","F",2003-06-21,4,"UG","(817) 989-8343",49577576,21
"Robert","Grant","M",2004-12-27,6,"UG","(234) 953-9440",50606941,20
"Corinne","Oneill","F",1963-07-26,3,"PG","(768) 920-6839",43487846,61
"Myah","Bennett","F",2004-12-06,2,"UG","(576) 269-5262",37832036,20
"Humberto","Patterson","M",1994-08-13,8,"PG","(281) 931-5088",33138297,30
"Thomas","Odom","M",2000-10-24,2,"UG","(483) 498-6521",40445104,24
"Alana","Hernandez","F",2001-03-07,10,"UG","(440) 794-8558",47756550,24
"Phoenix","Combs","F",2004-02-24,1,"UG","(247) 693-3336",34647335,21
"Houston","Duran","M",2000-03-03,3,"UG","(950) 215-8097",37576435,25
"Jacob","Kidd","M",2000-07-27,1,"UG","(418) 982-6859",36187286,24
"Deacon","Forbes","M",2004-01-16,5,"UG","(683) 224-5596",44070063,21
"Charlee","Clayton","F",2002-11-05,6,"UG","(468) 408-0635",46483159,22
"Annie","Glass","F",1988-10-23,10,"UG","(382) 396-5358",34990705,36
"Enzo","Ho","M",2003-01-17,7,"UG","(360) 545-4617",38250083,22
"Aydin","Sutton","M",2001-11-25,2,"UG","(469) 233-2424",42343103,23
"Finley","Obrien","M",2005-12-14,8,"UG","(411) 875-3659",49545925,19
"Callum","Bright","M",2005-09-11,6,"UG","(552) 580-7872",44476693,19
"Sebastian","Pearson","M",2001-01-03,4,"UG","(235) 341-9035",36386818,24
"Fatima","Schwartz","F",1991-02-06,8,"PG","(423) 423-7031",44096356,34
"Lila","Sandoval","F",2001-04-22,2,"UG","(737) 475-4453",48603420,24
"Rylee","Bradford","F",2000-04-30,7,"UG","(652) 752-4195",43610942,25
"Ricardo","Patton","M",2004-07-15,4,"UG","(204) 791-0994",34921598,20
"Bailey","Mccormick","M",2000-07-10,10,"UG","(310) 762-1951",38402831,24
"Karly","Wilson","F",2000-09-22,5,"UG","(835) 391-4235",34048027,24
"Guadalupe","Robinson","F",1992-11-01,5,"PG","(320) 470-4606",41345654,32
"Kennedy","Jarvis","F",2001-04-25,7,"UG","(217) 647-1219",44322585,24
"Moriah","Shelton","F",1986-12-21,3,"PG","(413) 382-0612",51048776,38
"Denzel","Lewis","M",2001-06-06,7,"UG","(484) 570-1058",37147460,23
"Nathanial","Nunez","M",2004-01-10,7,"UG","(735) 439-3109",50571776,21
"Keagan","Carpenter","M",1993-01-03,10,"UG","(465) 421-2102",49238176,32
"Kayden","Small","F",1997-03-13,7,"UG","(210) 829-3105",34487194,28
"Kinley","Wolf","F",1992-06-20,5,"UG","(673) 425-3236",46845858,32
"Davis","Porter","M",2001-10-26,3,"UG","(520) 217-9219",46927255,23
"Randall","Shah","M",2000-08-04,4,"UG","(268) 454-4411",NA,24
"Vicente","Johnston","M",2002-10-05,1,"UG","(959) 593-8383",39710239,22
"Deacon","Sexton","M",1999-10-29,3,"UG","(567) 893-5765",39583691,25
"Nigel","Gray","M",2005-01-24,10,"UG","(707) 218-0826",38225528,20
"Demetrius","Stephenson","M",1995-04-29,6,"UG","(334) 395-6403",42798725,30
"Dustin","Wagner","M",2002-09-14,10,"UG","(536) 992-1747",37162948,22
"Madeline","Ibarra","F",2001-02-04,5,"UG","(707) 804-4420",38421123,24
"Leonardo","Stanley","M",1963-10-28,4,"UG","(395) 501-7362",40730256,61
"Carolina","Solis","F",1998-05-01,9,"PG","(732) 754-4119",42772362,27
"Raphael","Alvarado","M",1968-10-13,3,"UG","(502) 726-8349",50524845,56
"Myla","Lee","F",2000-07-29,10,"UG","(688) 987-1954",34927976,24
"Kristopher","Park","M",1971-03-09,1,"PG","(538) 769-9232",37140909,54
"Jacquelyn","Waller","F",1974-08-25,4,"PG","(244) 882-4118",35335404,50
"Kayley","Kaiser","F",1977-02-27,10,"PG","(352) 396-0881",33263410,48
"Tyrell","Preston","M",1997-06-01,4,"PG","(747) 760-3441",49068785,27
"Anthony","Baker","M",1992-10-04,2,"UG","(328) 513-0827",50326161,32
"Miah","Grant","F",2003-04-19,2,"UG","(712) 946-3008",35259541,22
"Jayda","Mckee","F",2001-10-17,6,"UG","(427) 231-1851",39621491,23
"Louis","Peterson","M",2002-01-10,1,"UG","(696) 533-2174",38556192,23
"Jamal","Suarez","M",1979-11-03,3,"UG","(257) 486-3974",43586579,45
"Wilson","Mclaughlin","M",1999-12-16,3,"UG","(837) 508-2155",39901027,25
"Kayden","Dickson","F",1978-02-22,3,"PG","(724) 223-4679",37432049,47
"Zack","Burton","M",2002-12-14,4,"UG","(859) 540-0719",45789261,22
"Zariah","Duncan","F",2002-05-26,5,"UG","(643) 583-4842",32183644,23
"Mina","Orozco","F",2001-11-13,5,"UG","(287) 739-5684",NA,23
"Elaina","Welch","F",1980-08-18,4,"PG","(924) 917-1263",50230206,44
"Deborah","Fry","F",1970-12-05,6,"UG","(942) 568-5033",45365927,54
"Isaiah","Peck","M",2003-02-13,8,"UG","(826) 969-3895",35541506,22
"Julie","Colon","F",1991-04-01,3,"PG","(303) 228-8892",45398115,34
"Ellis","Rice","M",2002-01-18,10,"UG","(699) 250-7380",36996467,23
"Hamza","Holder","",1966-04-23,3,"PG","(477) 935-4119",36260834,59
"Finnegan","Cowan","M",2000-08-13,10,"UG","(727) 638-1065",34939656,24
"Keira","Herring","F",2002-02-07,6,"UG","(978) 921-8371",37372504,23
"Liberty","Riley","F",2004-11-11,1,"UG","(421) 381-5089",44334640,20
"Riya","Tucker","F",1976-07-12,5,"PG","(632) 400-1085",44050054,48
"Jovany","Castro","M",2005-10-03,4,"UG","(665) 336-2660",35527943,19
"Gordon","Holden","M",2004-10-04,4,"UG","(258) 897-3490",47570037,20
"Reagan","Faulkner","F",1970-05-26,6,"PG","(704) 510-9579",48272442,55
"Emilio","Frederick","M",2001-03-25,4,"UG","(530) 542-1438",34058036,24
"Jesse","Stout","M",2001-04-22,3,"UG","(898) 232-6694",41099360,24
"Leonard","Knight","M",1999-11-15,7,"UG","(285) 340-6223",41863073,25
"Atticus","Marquez","M",2003-05-25,9,"UG","(930) 705-9346",48823753,22
"Mayra","Olson","F",1981-12-09,4,"PG","(836) 897-8688",47057665,43
"Nikolai","Torres","M",2000-01-30,4,"UG","(631) 776-3834",47543909,25
"Laney","Ellis","F",2004-09-03,3,"UG","(517) 943-8878",33007796,20
"Quinten","Simmons","M",2005-07-31,10,"UG","(466) 413-4735",35346149,19
"Christopher","Pacheco","M",2001-12-07,4,"UG","(331) 854-2094",49863561,23
"Keegan","Gutierrez","M",1977-09-27,7,"UG","(823) 526-6054",47510566,47
"Kaley","Wolf","F",2001-02-23,2,"UG","(410) 417-4191",51150958,24
"Silas","Monroe","M",2003-01-28,10,"UG","(946) 927-0286",37275898,22
"Frank","Williams","M",1999-11-18,3,"UG","(723) 216-2957",43450324,25
"Adison","Cuevas","F",2006-01-21,4,"UG","(910) 464-5729",45649669,19
"Jadon","Ballard","M",2003-08-29,2,"UG","(852) 318-5937",34089459,21
"Priscilla","Kaufman","F",2002-09-06,1,"UG","(491) 658-9674",36572989,22
"Ryker","Nunez","M",2001-07-17,1,"UG","(608) 649-1083",44302722,23
"Dominik","Rasmussen","M",2005-07-12,2,"UG","(305) 469-6031",45655553,19
"Pablo","Ward","M",2004-02-23,3,"UG","(489) 348-7124",51007523,21
"Jamir","Summers","M",1999-01-31,6,"UG","(290) 200-2280",42884686,26
"Adriel","James","M",2003-01-03,5,"UG","(784) 359-4657",47017702,22
"Connor","Dennis","M",1966-05-13,3,"PG","(595) 495-5003",38836742,59
"Madilyn","Joseph","F",2001-04-17,4,"UG","(757) 841-3529",44677480,24
"Pedro","Peterson","M",1968-02-29,9,"UG","(443) 342-4221",43554406,57
"Ally","Floyd","F",2001-12-21,1,"UG","(767) 273-3264",50743112,23
"Bradyn","Beck","M",2004-01-20,3,"UG","(359) 378-5914",44517314,21
"Jamie","Zavala","F",2005-09-15,1,"UG","(676) 337-7004",46513463,19
"Amiya","Yoder","F",2001-03-08,1,"UG","(964) 731-6704",46384933,24
"Tanner","Blevins","M",2002-10-18,8,"UG","(642) 665-3044",45828515,22
"Roselyn","Cantu","F",1999-01-07,2,"PG","(856) 391-4508",37741593,26
"Ramiro","Ferguson","M",2003-02-02,10,"UG","(921) 884-9065",40544814,22
"Allie","Cooke","F",2004-01-26,10,"UG","(661) 789-5143",47191003,21
"Alex","Yang","M",2001-08-14,10,"UG","(795) 431-4722",49198026,23
"Camilla","Glenn","F",2005-12-08,5,"UG","(462) 323-6557",39101786,19
"Linda","Strickland","F",2000-03-15,4,"UG","(513) 785-5268",35452339,25
"Davin","Hamilton","M",2002-02-01,4,"UG","(337) 348-5611",36682049,23
"Mariela","Irwin","F",2001-08-09,1,"UG","(253) 696-9047",47488515,23
"Lena","Flynn","F",2000-03-03,3,"UG","(373) 448-7266",49024387,25
"Julianne","Shepherd","F",1976-01-02,5,"PG","(723) 637-4410",44547628,49
"Christian","Morgan","M",1994-05-28,1,"UG","(540) 368-4926",36950849,31
"Rodrigo","Orozco","M",1966-01-06,1,"PG","(422) 372-1347",44419797,59
"Ronnie","Pacheco","M",2002-05-25,7,"UG","(926) 469-1033",34878797,23
"Kaleigh","Hale","F",2005-09-21,5,"UG","(566) 425-9839",37527838,19
"Azul","Koch","F",2001-11-18,1,"UG","(200) 535-6031",49462500,23
"Kyra","Decker","F",1968-06-24,5,"PG","(772) 714-3904",32707362,56
"Kaila","Gibbs","F",2005-01-26,5,"UG","(554) 660-3254",36074480,20
"Cristian","Castro","M",2004-04-30,1,"UG","",50150632,21
"Zachariah","Ali","M",1979-02-03,6,"PG","(450) 866-2152",33882453,46
"Diya","Klein","F",2002-04-18,2,"UG","(431) 274-6785",45289363,23
"Corey","Chase","M",2002-02-18,8,"UG","(545) 660-9593",48405504,23
"Isiah","Rogers","M",2005-08-18,10,"UG","(827) 664-6794",35165095,19
"Alan","Hess","M",2005-11-28,1,"UG","(604) 778-9668",38294827,19
"Haylee","Noble","F",2002-12-17,8,"UG","(777) 735-9266",47079207,22
"Ariel","Nixon","F",1964-01-12,2,"PG","(909) 478-3369",35709374,61
"Araceli","Travis","F",2005-06-11,4,"UG","(754) 292-2410",48061005,19
"Claire","Hicks","F",2003-08-24,10,"UG","(821) 396-2422",33230709,21
"Olive","Gordon","F",2003-05-18,6,"UG","(294) 979-5780",43063022,22
"Adam","Collier","M",2001-03-18,3,"UG","",33010537,24
"Josh","Shea","M",2000-11-22,5,"UG","(989) 822-5701",41285363,24
"Stephany","Sawyer","F",1999-12-12,8,"UG","(378) 600-0934",40081779,25
"Charity","Cortez","F",2001-11-19,4,"UG","(685) 862-0254",51109691,23
"Jairo","Mcdowell","",1969-09-11,3,"PG","(751) 787-0114",40356889,55
"Jesse","Newman","M",1965-05-08,4,"PG","(999) 654-9721",48172974,60
"Quincy","Graham","M",2004-05-22,5,"UG","(697) 479-1230",44666416,21
"Romeo","Moyer","M",1992-12-01,2,"PG","(843) 538-7196",32708467,32
"Ezekiel","Martinez","M",2002-01-23,6,"UG","(428) 728-6337",43131469,23
"Blaze","Rios","M",2005-05-31,3,"UG","(368) 981-9226",45172285,20
"Ashtyn","Garrison","F",2005-08-20,7,"UG","(348) 964-1335",38343671,19
"Sebastian","Johns","M",2003-10-20,3,"UG","(547) 492-6240",40252067,21
"Marques","Neal","M",2005-05-23,3,"UG","(443) 534-1897",35123636,20
"Karlie","Becker","F",2001-08-06,2,"UG","(714) 874-1098",38272734,23
"Alondra","Alexander","F",1999-10-04,8,"UG","(909) 298-2829",47691442,25
"Miah","Houston","F",1989-12-17,3,"UG","(504) 767-6213",42847534,35
"Cameron","Houston","F",1999-11-03,5,"UG","(740) 340-3173",39330296,25
"Guadalupe","Silva","F",2004-01-09,5,"UG","(863) 613-3912",41001428,21
"Yusuf","Carrillo","M",2001-01-16,1,"UG","(997) 690-5814",43333254,24
"Jaiden","Lin","F",2000-04-10,7,"UG","(464) 731-7866",NA,25
"Joseph","Cantu","M",2001-08-24,7,"UG","(592) 468-1262",46066690,23
"Michael","Andrade","M",2005-10-14,3,"UG","(403) 771-7819",44943010,19
"Demarcus","Perry","M",1969-05-10,4,"PG","(569) 504-9301",37533131,56
"Dominik","Nelson","M",1999-01-26,6,"PG","(611) 756-8181",36399299,26
"Yael","Orozco","M",1973-07-22,3,"PG","(830) 652-4583",33386369,51
"Beckett","Ballard","M",2005-02-22,3,"UG","(386) 538-4424",47361659,20
"Mareli","Terry","F",2001-07-08,10,"UG","(654) 340-8549",47514208,23
"Zaria","Galloway","F",2004-04-29,3,"UG","(510) 651-7453",35165797,21
"Nicolas","Meyer","M",2004-12-10,5,"UG","(974) 730-0394",39067145,20
"Roman","Marks","M",2004-10-23,2,"UG","(812) 524-1215",38420668,20
"Azul","Odom","F",2004-06-19,6,"UG","(896) 635-5862",48048657,20
"Haylie","Patrick","F",1964-11-11,10,"UG","(981) 221-1572",43937188,60
"Rocco","Parks","M",1991-06-11,5,"PG","(975) 828-6919",34511183,33
"Carissa","Newton","F",2004-09-07,8,"UG","(666) 635-2774",36260450,20
"Patrick","Robbins","M",2004-04-29,6,"UG","(635) 462-7034",48380306,21
"Louis","Brooks","M",1999-11-04,7,"UG","(563) 794-2919",50931909,25
"Lara","Alexander","F",2002-10-03,8,"UG","(943) 991-5107",34628242,22
"Misael","Pineda","M",2002-04-07,6,"UG","(294) 239-7714",33316859,23
"Julian","Salinas","M",2004-06-28,9,"UG","(370) 402-7906",35935013,20
"Rodrigo","Sawyer","M",2001-02-15,8,"UG","(510) 529-1674",44165253,24
"Mara","Gillespie","F",2001-05-02,1,"UG","(863) 937-5688",51117749,24
"Raquel","Mooney","F",2002-03-03,5,"UG","(812) 896-3646",47924886,23
"Vance","Liu","M",2000-12-12,1,"UG","(243) 942-5004",41219831,24
"Ashton","Howard","M",2003-08-28,6,"UG","(570) 929-3234",34840583,21
"Finn","Willis","",2004-03-23,8,"UG","(825) 378-8028",48019947,21
"Colby","Durham","M",2003-10-19,3,"UG","(316) 587-2524",47074836,21
"Libby","Odom","F",2003-04-18,3,"UG","(644) 736-8972",36604312,22
"Giovanny","Cline","M",2001-02-04,3,"UG","(625) 569-9009",38349035,24
"Selena","Lara","F",2005-09-05,8,"UG","(826) 834-8692",38499516,19
"Aydan","Tran","M",2004-06-09,10,"UG","(406) 263-4013",49018857,20
"Zayden","Lawrence","M",2002-02-11,6,"UG","(945) 454-1270",40104164,23
"Trinity","Davis","F",2004-10-22,5,"UG","(505) 234-3822",44903942,20
"Campbell","Madden","F",1979-04-10,5,"UG","(283) 690-4969",32420527,46
"Jasmin","Adkins","F",2003-09-08,1,"UG","(436) 513-8897",45347800,21
"Jayce","Haynes","M",2004-02-14,6,"UG","(996) 343-7857",40241241,21
"Brooke","Snow","F",2002-01-07,5,"UG","(551) 869-4033",42010168,23
"Parker","Mendez","F",1978-02-27,5,"PG","(673) 731-4762",43544096,47
"Mylee","Bishop","F",2005-09-08,6,"UG","(468) 630-2938",32303728,19
"Makenna","Mathews","F",2000-10-17,8,"UG","(909) 435-8608",46742699,24
"Paola","Wong","F",1985-03-13,4,"PG","(861) 561-4867",42723736,40
"Nathalie","Watkins","F",2004-04-20,4,"UG","",50554476,21
"Melanie","Snow","F",2004-04-10,5,"UG","(669) 621-6594",32218113,21
"Braedon","Alvarez","M",2005-08-29,7,"UG","(968) 265-1199",47356760,19
"Alisha","Mckenzie","F",1985-10-11,5,"PG","(726) 463-5310",40395637,39
"Jocelynn","Clarke","F",2005-03-10,7,"UG","(952) 636-2164",39278023,20
"Gilberto","Morris","M",2000-04-09,4,"UG","(531) 254-4452",40507820,25
"Brianna","Hutchinson","F",2005-06-16,5,"UG","(421) 605-8906",44102786,19
"Adrianna","Caldwell","F",1976-02-14,1,"PG","(574) 321-0012",48021858,49
"Andrea","Mclaughlin","F",1983-08-31,5,"PG","(823) 613-8252",NA,41
"Mathias","Burns","M",2001-09-06,8,"UG","(819) 787-9547",37559627,23
"Isaiah","Jarvis","M",2001-06-27,4,"UG","(604) 414-1805",47754085,23
"Justine","Dougherty","F",2000-01-18,3,"UG","(564) 687-0213",44445670,25
"Quintin","Lam","M",1999-10-22,9,"UG","(680) 667-0718",46668786,25
"Bridger","Nelson","M",1993-12-11,4,"PG","(204) 836-1975",41700916,31
"Mohammed","Gardner","M",1972-07-13,10,"PG","(398) 303-4708",45750747,52
"Braden","Holmes","M",2005-10-22,1,"UG","(661) 491-5333",47322702,19
"Baylee","Murphy","F",2002-06-06,5,"UG","(304) 953-0558",39550465,22
"Layla","Lawson","F",2001-02-02,5,"UG","(699) 229-8223",43790891,24
"Maia","May","F",1999-10-17,5,"UG","(918) 793-2388",50898872,25
"Freddy","Cox","M",2000-03-11,10,"UG","(794) 239-1656",43682832,25
"Aubree","Aguirre","F",2002-03-11,3,"UG","(701) 234-3171",36421468,23
"Edgar","Mcpherson","M",2000-09-01,10,"UG","(357) 423-9346",33876446,24
"Jack","Case","M",2003-09-02,2,"UG","(380) 453-6557",40597905,21
"Natasha","Mata","F",2002-06-28,1,"UG","(405) 706-9844",45095463,22
"Pierce","Mathis","M",1970-10-19,10,"PG","(876) 814-0292",43563261,54
"Sabrina","Rodriguez","F",2005-11-11,1,"UG","(975) 208-7963",49505727,19
"Jett","Waller","M",2004-12-06,4,"UG","(287) 217-8860",38631725,20
"Yaritza","Underwood","",1972-07-07,5,"PG","(427) 877-2365",38635579,52
"Mollie","Johnson","F",1991-11-04,6,"UG","(355) 225-8577",38664222,33
"Beau","Brock","M",2002-06-07,4,"UG","(488) 954-9723",43845611,22
"Lyla","Fritz","F",2005-01-04,7,"UG","(778) 889-7058",45331494,20
"Natalia","Owens","F",1976-04-22,8,"PG","(476) 202-1810",48273951,49
"Madalyn","Hutchinson","F",1990-07-12,10,"PG","(535) 346-3613",48036256,34
"Isabela","Gentry","F",2004-07-07,4,"UG","(822) 710-1662",39987490,20
"Kaylah","Cox","F",1971-12-27,2,"PG","(714) 922-3488",41714132,53
"Sincere","Gates","M",2005-11-23,7,"UG","(871) 668-9673",45375187,19
"Jorden","Velazquez","M",1984-02-05,5,"PG","(773) 606-1943",43354024,41
"Courtney","Weaver","F",2003-07-14,3,"UG","(741) 520-1840",40070640,21
"Cody","Gonzalez","M",2004-04-25,1,"UG","(935) 490-2765",39571594,21
"Triston","Barry","M",2000-11-19,6,"UG","(294) 907-4198",50347767,24
"Ayla","Powell","F",1979-08-19,1,"PG","(610) 792-2199",50113958,45
"Monique","Rhodes","F",2002-08-11,8,"UG","(264) 815-6304",38974566,22
"Zander","Roman","M",2003-11-13,2,"UG","(952) 243-8280",47407866,21
"Cristian","Mcneil","M",2005-04-01,6,"UG","(676) 403-0007",39043038,20
"Sanai","Ochoa","F",2000-12-20,5,"UG","(900) 493-0949",45601265,24
"Tori","Richards","F",2000-06-19,1,"UG","(600) 676-6591",49696795,24
"Chana","Wiley","F",2005-09-06,6,"UG","(869) 570-0249",43303713,19
"Raphael","Fuentes","M",2003-02-19,7,"UG","(728) 554-2043",41310025,22
"Autumn","Shannon","F",2006-02-07,7,"UG","(725) 601-1188",38421070,19
"Jamie","Rose","F",1961-06-15,1,"PG","(493) 477-8440",38253230,63
"Princess","Solis","F",1978-12-16,1,"UG","(293) 428-1135",44152854,46
"Anderson","Cline","M",1992-10-07,5,"PG","(876) 342-9927",50399848,32
"Aaden","Bray","M",2004-08-12,10,"UG","(708) 435-7662",40302378,20
"Toby","Barker","M",2000-11-28,2,"UG","(201) 828-5892",45642806,24
"Sawyer","Perry","M",2003-06-27,7,"UG","(770) 690-5777",38922946,21
"Travis","Haney","M",2001-07-08,6,"UG","(307) 478-5956",47250622,23
"Mercedes","Bautista","F",1984-07-09,1,"PG","(731) 702-9934",36455734,40
"Arianna","Skinner","F",2000-11-15,2,"UG","(443) 598-5915",41904311,24
"Leilani","Lee","F",2005-04-18,4,"UG","(744) 407-2709",40287511,20
"Donavan","Flynn","M",2000-05-28,3,"UG","(607) 906-2570",50428420,25
"Catherine","Williams","F",2004-02-26,3,"UG","(861) 619-9622",38318860,21
"Draven","Moyer","M",2005-03-14,9,"UG","(618) 552-4965",48235617,20
"Barbara","Molina","F",2001-11-08,1,"UG","(806) 233-9847",47404065,23
"Tristan","Meyers","M",2004-05-08,2,"UG","(979) 637-1304",48985266,21
"Davian","Browning","M",2002-02-09,3,"UG","(544) 217-3709",35239068,23
"Gabriel","Clayton","M",2002-08-22,4,"UG","(503) 529-1681",37381885,22
"Marcos","Ibarra","M",2000-02-16,4,"UG","(885) 272-8722",32565430,25
"Malcolm","Arellano","M",2002-07-28,6,"UG","(205) 435-0833",45872743,22
"Owen","Aguirre","M",2005-12-06,5,"UG","(697) 591-4750",39286477,19
"Tyrell","Moran","M",2001-03-18,4,"UG","(274) 819-1763",44199752,24
"Michael","Shepard","M",2004-02-20,3,"UG","(894) 750-9904",39889324,21
"Luciano","Cameron","M",2002-04-09,6,"UG","(258) 828-6270",42905662,23
"Bradley","Hayes","M",2000-05-07,7,"UG","(559) 429-5901",41152958,25
"Kaitlynn","Patrick","F",1992-01-14,5,"PG","(323) 646-0073",38784609,33
"Nathanael","Rollins","M",2001-04-25,3,"UG","(888) 479-6540",34883329,24
"Marvin","Ruiz","M",2002-09-20,7,"UG","(652) 399-7704",36697968,22
"Ruben","York","M",2002-08-13,4,"UG","(363) 222-2976",50077010,22
"Guillermo","Lin","M",1965-05-16,6,"PG","(476) 654-1206",40264966,60
"Lee","Walker","M",1968-12-02,8,"PG","(719) 398-8395",42914997,56
"Isai","Cruz","M",2004-10-17,3,"UG","(657) 573-3884",47664389,20
"Ximena","Smith","F",2001-01-10,3,"","(776) 908-5511",33211632,24
"Madelynn","Villa","F",2001-05-14,1,"UG","(432) 485-0962",45343679,24
"Yadiel","Pollard","M",1976-09-24,6,"PG","(606) 470-5044",46541914,48
"Martin","Hammond","M",2003-07-07,6,"UG","(584) 898-2281",47082115,21
"Manuel","Deleon","M",1969-05-20,3,"PG","(652) 547-9252",50976761,56
"Reagan","Flores","F",2005-11-19,7,"UG","(840) 765-8354",47111398,19
"Quincy","Dixon","M",2003-10-19,5,"UG","(479) 356-7059",46355019,21
"Phoenix","Glass","F",2000-02-19,2,"UG","(877) 835-8117",37493097,25
"Rodolfo","Glover","M",2002-09-26,4,"UG","(899) 329-0127",50440191,22
"Jazlene","Hodge","F",2004-10-16,5,"UG","(691) 980-1684",48735614,20
"Emely","Gallegos","F",2005-02-14,3,"UG","(669) 550-6198",41541549,20
"Gauge","Coleman","M",2002-05-30,5,"UG","(233) 715-0540",41779551,23
"Arjun","Gonzales","M",1977-07-07,2,"UG","(370) 521-5795",48923875,47
"Marie","Hahn","F",2002-03-22,4,"UG","(440) 799-4573",44200565,23
"Holly","Mccullough","F",2005-05-19,8,"UG","(893) 862-4691",34271100,20
"Lilyana","Escobar","F",2003-01-16,5,"UG","(913) 820-7651",41196939,22
"Izabelle","Villanueva","F",2004-03-23,1,"UG","(694) 875-7659",37736401,21
"Conor","Browning","M",2001-09-23,1,"UG","(532) 438-2885",43077116,23
"Theodore","Cortez","M",1962-08-29,6,"PG","(942) 747-9908",47734874,62
"Karter","Gates","M",1964-03-13,2,"PG","(891) 243-3116",35427665,61
"Mariyah","Terrell","F",2001-01-18,6,"UG","(237) 354-9361",44522928,24
"Melany","Rollins","F",2003-03-22,4,"UG","(260) 511-7572",32287791,22
"Jakayla","Whitney","F",2004-11-08,10,"UG","(550) 944-0169",48038170,20
"Marisa","Welch","F",1993-07-21,10,"PG","(827) 708-4606",47653173,31
"Asia","Bradley","F",2004-05-13,1,"UG","(387) 368-1338",44080503,21
"Tyree","Meza","M",1981-02-25,1,"PG","(462) 825-3891",35865216,44
"Haven","Morrow","F",2004-07-09,2,"UG","(471) 532-7091",44299451,20
"Thomas","Pollard","M",1982-02-10,3,"PG","(737) 473-4993",49907217,43
"Jordyn","Blackwell","M",1982-07-29,4,"PG","(451) 483-0808",46679357,42
"Hailee","Mcconnell","F",2000-01-04,2,"UG","(859) 618-2357",49442818,25
"Valentino","Bray","M",2000-10-08,5,"UG","(833) 814-5161",32311879,24
"Davian","Mack","M",2000-01-07,5,"UG","(361) 753-4954",40441936,25
"Ivy","Elliott","F",2003-09-16,5,"UG","(781) 622-5807",37765822,21
"Alina","Olson","F",2004-02-24,2,"UG","(641) 850-3674",48676790,21
"Kira","Shaffer","F",1963-06-24,3,"PG","(205) 633-9451",35464189,61
"Kasey","Page","",2001-01-22,2,"UG","(708) 519-6439",37352483,24
"Maritza","Reid","F",2004-07-29,2,"UG","(969) 610-6732",33476459,20
"Hunter","Bennett","M",2004-08-15,10,"UG","(771) 221-2687",46177317,20
"Terrence","Jordan","M",2004-02-05,1,"","(941) 984-2052",36528479,21
"Gloria","Meza","F",1977-04-06,3,"UG","(361) 442-6408",48576559,48
"Belen","Salazar","F",2000-09-16,5,"UG","(755) 292-0383",39381841,24
"Desmond","Estes","M",2004-04-28,4,"UG","(380) 619-5950",43046765,21
"Paxton","Rosales","M",2004-02-14,6,"UG","(408) 975-4888",38510629,21
"Isiah","Alvarez","M",2001-09-25,6,"UG","(286) 627-4755",48416136,23
"Britney","Branch","F",2005-09-29,7,"UG","(692) 704-7503",40437288,19
"Luis","Yates","M",2001-07-27,7,"UG","(316) 804-1503",35991290,23
"Anaya","Sharp","F",1972-12-25,3,"UG","(246) 501-8000",43606738,52
"Rodney","Wiley","M",1978-11-15,5,"PG","(411) 679-8303",34203025,46
"Dashawn","Austin","M",2002-04-09,7,"UG","(528) 878-9002",NA,23
"Laney","Myers","F",2000-05-18,1,"UG","(584) 548-9936",32303196,25
"Preston","Graves","M",1997-03-26,6,"PG","(844) 745-7875",37103702,28
